result_date,etl_timestamp,positive,negative
2020-05-18,2020-06-23 20:33:14,184,894
2020-05-26,2020-06-23 20:33:14,219,1778
2020-04-11,2020-06-23 20:33:14,418,679
2020-05-04,2020-06-23 20:33:14,376,816
2020-05-10,2020-06-23 20:33:14,123,778
2020-03-31,2020-06-23 20:33:14,363,742
2020-03-12,2020-06-23 20:33:14,NA,21
2020-06-21,2020-06-23 20:33:14,51,1080
2020-06-08,2020-06-23 20:33:14,112,1402
2020-03-22,2020-06-23 20:33:14,51,165
2020-04-25,2020-06-23 20:33:14,329,859
2020-05-21,2020-06-23 20:33:14,319,2154
2020-04-12,2020-06-23 20:33:14,419,709
2020-04-30,2020-06-23 20:33:14,436,1433
2020-05-03,2020-06-23 20:33:14,169,635
2020-04-07,2020-06-23 20:33:14,514,793
2020-06-17,2020-06-23 20:33:14,143,2469
2020-05-14,2020-06-23 20:33:14,263,1780
2020-04-27,2020-06-23 20:33:14,430,842
2020-03-23,2020-06-23 20:33:14,72,310
2020-06-16,2020-06-23 20:33:14,89,2182
2020-03-17,2020-06-23 20:33:14,16,160
2020-03-28,2020-06-23 20:33:14,146,473
2020-05-09,2020-06-23 20:33:14,225,1187
2020-06-01,2020-06-23 20:33:14,102,1250
2020-04-04,2020-06-23 20:33:14,554,822
2020-05-16,2020-06-23 20:33:14,165,1364
2020-06-09,2020-06-23 20:33:14,141,1970
2020-03-13,2020-06-23 20:33:14,NA,47
2020-06-05,2020-06-23 20:33:14,117,1460
2020-06-22,2020-06-23 20:33:14,59,1024
2020-05-13,2020-06-23 20:33:14,245,1495
2020-03-29,2020-06-23 20:33:14,215,487
2020-05-29,2020-06-23 20:33:14,204,1966
2020-05-20,2020-06-23 20:33:14,195,1704
2020-03-26,2020-06-23 20:33:14,194,573
2020-03-08,2020-06-23 20:33:14,NA,11
2020-04-23,2020-06-23 20:33:14,573,1235
2020-05-23,2020-06-23 20:33:14,196,1543
2020-04-15,2020-06-23 20:33:14,603,874
2020-06-19,2020-06-23 20:33:14,114,2084
2020-06-14,2020-06-23 20:33:14,57,1250
2020-04-21,2020-06-23 20:33:14,508,923
2020-04-28,2020-06-23 20:33:14,474,1150
2020-04-03,2020-06-23 20:33:14,512,910
2020-05-24,2020-06-23 20:33:14,178,1412
2020-04-17,2020-06-23 20:33:14,600,1036
2020-06-06,2020-06-23 20:33:14,85,1165
2020-04-09,2020-06-23 20:33:14,582,856
2020-03-15,2020-06-23 20:33:14,NA,30
2020-04-18,2020-06-23 20:33:14,276,583
2020-06-03,2020-06-23 20:33:14,146,1633
2020-05-08,2020-06-23 20:33:14,358,1294
2020-03-18,2020-06-23 20:33:14,8,170
2020-06-10,2020-06-23 20:33:14,113,2128
2020-03-20,2020-06-23 20:33:14,33,173
2020-04-05,2020-06-23 20:33:14,410,662
2020-03-21,2020-06-23 20:33:14,53,340
2020-05-01,2020-06-23 20:33:14,419,1121
2020-05-07,2020-06-23 20:33:14,313,1413
2020-05-02,2020-06-23 20:33:14,308,913
2020-03-24,2020-06-23 20:33:14,116,481
2020-06-23,2020-06-23 20:33:14,17,235
2020-04-10,2020-06-23 20:33:14,585,924
2020-06-11,2020-06-23 20:33:14,100,1591
2020-04-19,2020-06-23 20:33:14,261,463
2020-05-11,2020-06-23 20:33:14,247,883
2020-04-20,2020-06-23 20:33:14,495,668
2020-05-25,2020-06-23 20:33:14,128,1303
2020-04-02,2020-06-23 20:33:14,364,708
2020-05-30,2020-06-23 20:33:14,128,1535
2020-04-22,2020-06-23 20:33:14,530,1025
2020-04-14,2020-06-23 20:33:14,381,517
2020-05-31,2020-06-23 20:33:14,113,1424
2020-05-06,2020-06-23 20:33:14,357,1553
2020-06-20,2020-06-23 20:33:14,117,2042
2020-03-19,2020-06-23 20:33:14,32,268
2020-05-17,2020-06-23 20:33:14,142,1174
2020-05-28,2020-06-23 20:33:14,209,2025
2020-06-04,2020-06-23 20:33:14,86,1345
2020-03-30,2020-06-23 20:33:14,241,463
2020-04-26,2020-06-23 20:33:14,206,623
2020-05-15,2020-06-23 20:33:14,265,1723
2020-06-12,2020-06-23 20:33:14,101,1862
2020-03-16,2020-06-23 20:33:14,7,84
2020-03-27,2020-06-23 20:33:14,222,776
2020-06-15,2020-06-23 20:33:14,97,1831
2020-04-08,2020-06-23 20:33:14,580,923
2020-04-24,2020-06-23 20:33:14,491,1152
2020-04-29,2020-06-23 20:33:14,523,1631
2020-06-18,2020-06-23 20:33:14,95,2122
2020-04-13,2020-06-23 20:33:14,254,357
2020-06-13,2020-06-23 20:33:14,98,1772
2020-05-19,2020-06-23 20:33:14,258,1501
2020-05-27,2020-06-23 20:33:14,190,1952
2020-04-01,2020-06-23 20:33:14,421,749
2020-03-25,2020-06-23 20:33:14,171,667
2020-05-12,2020-06-23 20:33:14,250,1358
2020-03-14,2020-06-23 20:33:14,6,49
2020-04-16,2020-06-23 20:33:14,524,774
2020-06-02,2020-06-23 20:33:14,131,1525
2020-05-22,2020-06-23 20:33:14,204,1748
2020-04-06,2020-06-23 20:33:14,554,867
2020-06-07,2020-06-23 20:33:14,90,1108
2020-05-05,2020-06-23 20:33:14,365,1263
2020-03-11,2020-06-23 20:33:14,NA,13
