zip_code,etl_timestamp,NO_UNKNOWN,Yes
19119,2020-08-20 17:20:02,435,149
19132,2020-08-20 17:20:02,575,231
19146,2020-08-20 17:20:02,579,125
19137,2020-08-20 17:20:02,88,10
19114,2020-08-20 17:20:02,509,90
19153,2020-08-20 17:20:02,218,51
19115,2020-08-20 17:20:02,810,132
19104,2020-08-20 17:20:02,558,220
19138,2020-08-20 17:20:02,591,136
19122,2020-08-20 17:20:02,308,93
19149,2020-08-20 17:20:02,959,160
19123,2020-08-20 17:20:02,322,85
19101,2020-08-20 17:20:02,23,10
19130,2020-08-20 17:20:02,310,88
19143,2020-08-20 17:20:02,1153,316
19125,2020-08-20 17:20:02,256,77
19154,2020-08-20 17:20:02,598,58
19151,2020-08-20 17:20:02,643,146
19106,2020-08-20 17:20:02,99,13
19111,2020-08-20 17:20:02,1177,244
19147,2020-08-20 17:20:02,403,70
19144,2020-08-20 17:20:02,740,258
19126,2020-08-20 17:20:02,445,156
19121,2020-08-20 17:20:02,471,163
19118,2020-08-20 17:20:02,139,48
19133,2020-08-20 17:20:02,439,209
19128,2020-08-20 17:20:02,412,47
19103,2020-08-20 17:20:02,214,58
19127,2020-08-20 17:20:02,47,NA
19145,2020-08-20 17:20:02,755,150
19142,2020-08-20 17:20:02,617,175
19124,2020-08-20 17:20:02,1235,243
19105,2020-08-20 17:20:02,5,NA
19135,2020-08-20 17:20:02,548,78
19116,2020-08-20 17:20:02,661,120
19139,2020-08-20 17:20:02,805,284
19131,2020-08-20 17:20:02,862,289
19136,2020-08-20 17:20:02,1004,145
19120,2020-08-20 17:20:02,1355,279
19141,2020-08-20 17:20:02,530,185
19107,2020-08-20 17:20:02,222,60
19140,2020-08-20 17:20:02,962,380
19152,2020-08-20 17:20:02,682,163
19134,2020-08-20 17:20:02,847,231
19150,2020-08-20 17:20:02,458,91
19148,2020-08-20 17:20:02,863,196
19102,2020-08-20 17:20:02,64,5
19129,2020-08-20 17:20:02,124,25
